"Author, Year",Outcome Name,Outcome Measure(s),Outcome Arms Compared,Treatment Definition,Outcome,Value,Effect Size,95% CI,p-value,"[Effect size (95% CI), p-value]"
"Schnurr, 2003",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Depression,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Depression,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Depression,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Depression,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Functioning,GHQ-12,ITT: A vs B,NA,End of Treatment,"Main treatment effect: NR (NR), p=NS",Main treatment effect: NR ,NR,p=NS,"Main treatment effect: NR (NR), p=NS"
"Schnurr, 2003",Functioning,SF-36 - MCS,ITT: A vs B,NA,End of Treatment,"Main treatment effect: NR (NR), p=NS",Main treatment effect: NR ,NR,p=NS,"Main treatment effect: NR (NR), p=NS"
"Schnurr, 2003",Functioning,SF-36 - PCS,ITT: A vs B,NA,End of Treatment,"Main treatment effect: NR (NR), p=NS",Main treatment effect: NR ,NR,p=NS,"Main treatment effect: NR (NR), p=NS"
"Schnurr, 2003",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schnurr, 2003",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2007",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2007",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2007",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schnurr, 2007",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2007",Anxiety,STAI,ITT: A vs B,NA,<6 Months After Treatment,"NR (NR), p=NS",NR ,NR,p=NS,"NR (NR), p=NS"
"Schnurr, 2007",Anxiety,STAI,ITT: A vs B,NA,End of Treatment,"NR (NR), p=0.01",NR ,NR,p=0.01,"NR (NR), p=0.01"
"Schnurr, 2007",Anxiety,STAI,ITT: A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2007",Depression,BDI,ITT: A vs B,Cohen's d,6 to <12 Months After Treatment,"Cohen's d 0.23 (NR), p=NS",0.23,NR,p=NS," 0.23 (NR), p=NS"
"Schnurr, 2007",Depression,BDI,ITT: A vs B,NA,<6 Months After Treatment,"NR (NR), p=0.04",NR ,NR,p=0.04,"NR (NR), p=0.04"
"Schnurr, 2007",Depression,BDI,ITT: A vs B,NA,End of Treatment,"NR (NR), p=0.04",NR ,NR,p=0.04,"NR (NR), p=0.04"
"Schnurr, 2007",Depression,BDI,ITT: A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2007",Quality of Life,QOLI,ITT: A vs B,NA,<6 Months After Treatment,"NR (NR), p=NS",NR ,NR,p=NS,"NR (NR), p=NS"
"Schnurr, 2007",Quality of Life,QOLI,ITT: A vs B,NA,End of Treatment,"NR (NR), p=NS",NR ,NR,p=NS,"NR (NR), p=NS"
"Schnurr, 2007",Quality of Life,QOLI,ITT: A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2007",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2007",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2007",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schnurr, 2007",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2007",Substance Use,ASI - Alcohol,ITT: A vs B,NA,<6 Months After Treatment,"NR (NR), p=NS",NR ,NR,p=NS,"NR (NR), p=NS"
"Schnurr, 2007",Substance Use,ASI - Alcohol,ITT: A vs B,NA,End of Treatment,"NR (NR), p=NS",NR ,NR,p=NS,"NR (NR), p=NS"
"Schnurr, 2007",Substance Use,ASI - Drug,ITT: A vs B,NA,<6 Months After Treatment,"NR (NR), p=NS",NR ,NR,p=NS,"NR (NR), p=NS"
"Schnurr, 2007",Substance Use,ASI - Drug,ITT: A vs B,NA,End of Treatment,"NR (NR), p=NS",NR ,NR,p=NS,"NR (NR), p=NS"
"Schnurr, 2013",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Depression,SCL-25 - Depression,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Depression,SCL-25 - Depression,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Depression,SCL-25 - Depression,A vs B,NA,End of Treatment,"NR (NR), p=0.98",NR ,NR,p=0.98,"NR (NR), p=0.98"
"Schnurr, 2013",Depression,SCL-25 - Depression,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Functioning,SF-36 - MCS,A vs B,NA,End of Treatment,"NR (NR), p=0.79",NR ,NR,p=0.79,"NR (NR), p=0.79"
"Schnurr, 2013",Functioning,SF-36 - PCS,A vs B,NA,End of Treatment,"NR (NR), p=0.53",NR ,NR,p=0.53,"NR (NR), p=0.53"
"Schnurr, 2013",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schnurr, 2013",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Anxiety,HADS - Anxiety,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Anxiety,HADS - Anxiety,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Schoorl, 2013",Anxiety,HADS - Anxiety,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Depression,HADS - Depression,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Depression,HADS - Depression,A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Schoorl, 2013",Depression,HADS - Depression,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Schoorl, 2013",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Depression,PHQ-9,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Depression,PHQ-9,A vs B,NA,<6 Months After Treatment,"NR (NR), p>0.12",NR ,NR,p>0.12,"NR (NR), p>0.12"
"Shapiro, 2015",Depression,PHQ-9,A vs B,NA,End of Treatment,"NR (NR), p>0.13",NR ,NR,p>0.13,"NR (NR), p>0.13"
"Shapiro, 2015",Depression,PHQ-9,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Shapiro, 2015",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Depression,BDI-II,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Depression,BDI-II,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Depression,BDI-II,A vs B,NA,End of Treatment,"NR (NR), p=0.10",NR ,NR,p=0.10,"NR (NR), p=0.10"
"Shemesh, 2011",Depression,BDI-II,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Shemesh, 2011",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Depression,BDI-II,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Depression,BDI-II,A vs B,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Depression,BDI-II,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2004",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Depression,BDI-II,A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Sloan, 2007",Depression,BDI-II,A vs B vs C (omnibus),NA,<6 Months After Treatment,"Group x Time interaction NR (NR), p<0.001",Group x Time interaction NR ,NR,p<0.001,"Group x Time interaction NR (NR), p<0.001"
"Sloan, 2007",Depression,BDI-II,A vs C,NA,<6 Months After Treatment,"NR (NR), p<0.01",NR ,NR,p<0.01,"NR (NR), p<0.01"
"Sloan, 2007",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2007",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Depression,BDI-II,A vs B,Group x Time interaction: ,<6 Months After Treatment,"Group x Time interaction: NR (NR), p=NS",NR ,NR,p=NS,"NR (NR), p=NS"
"Sloan, 2011",Depression,BDI-II,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Depression,BDI-II,A vs B,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Depression,BDI-II,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2011",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Depression,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Depression,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Depression,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Depression,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Sloan, 2012",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
